timestamp,K302,K173,K414,K158,K402,K305
2015-01-01 00:00:00,0.9822592707349167,,,,,0.9516520365498066
2015-01-01 01:00:00,0.8022261989617879,0.7490962341188496,,,,0.8462755439444877
2015-01-01 02:00:00,0.6911330704067817,0.6821253041473425,,,,0.7949884878074794
2015-01-01 03:00:00,0.6380362482528888,0.8273706366707169,,,,0.7658864398058883
2015-01-01 04:00:00,0.69464102398571,0.954431111951987,,,,0.8422524063713606
2015-01-01 05:00:00,0.9704215059950215,,,,,
2015-01-02 12:00:00,,1.0042271722495082,,,,
2015-01-02 13:00:00,,1.0057357853233397,,,,
2015-01-02 14:00:00,1.0227721363273803,1.01250529879095,,,,
2015-01-03 14:00:00,1.0059044747077281,,,,,
2015-01-03 15:00:00,1.0368323938495072,,,,,
2015-01-03 16:00:00,1.0122512847292213,,,,,
2015-01-04 13:00:00,,1.0046587018855249,,,,
2015-01-04 14:00:00,0.9972028687644009,0.9630187003685893,,,,
2015-01-04 15:00:00,0.968452006180307,0.998342163164107,,,,
2015-01-04 16:00:00,1.0172603101376754,0.9776060012087756,,,,
2015-01-04 17:00:00,0.9862024282217209,0.9948964342786208,,,,
2015-01-05 07:00:00,0.9964413916473527,0.9601431137348516,,,,0.9931145978491595
2015-01-05 08:00:00,1.015058363959134,1.0034187399568935,,,,
2015-01-05 12:00:00,,1.0059944795296627,,,,
2015-01-05 15:00:00,,1.0097592085152414,,,,
2015-01-05 16:00:00,,1.0076922908360102,,,,
2015-01-05 17:00:00,,1.0131928738784548,,,,
2015-01-05 18:00:00,,1.014722794494815,,,,
2015-01-05 19:00:00,,1.0152059760463314,,,,
2015-01-05 20:00:00,,1.0222217857187745,,,,
2015-01-06 07:00:00,0.9483752225871599,0.9826785713508216,,,,1.016972901799967
2015-01-06 08:00:00,0.9488342740335155,0.997413209456516,,,,
2015-01-06 09:00:00,,1.0252379549244919,,,,
2015-01-06 10:00:00,,1.0109937441193162,,,,
2015-01-06 11:00:00,0.9773928929332507,0.9976651532089678,,,,
2015-01-06 12:00:00,,1.0184905375800144,,,,
2015-01-06 13:00:00,,0.9954030673966819,,,,
2015-01-06 14:00:00,,0.9964687456966238,,,,
2015-01-06 16:00:00,1.0130858928814106,1.0128202748656654,,,,
2015-01-06 17:00:00,0.9914151292392838,0.9742856080532198,,,,
2015-01-07 07:00:00,0.9965953907746756,0.9736243521846193,,,,
2015-01-07 08:00:00,,0.9788213360672551,,,,
2015-01-07 09:00:00,1.016764668603716,0.987468503433264,,,,
2015-01-07 10:00:00,,1.0275352517366498,,,,
2015-01-07 11:00:00,,1.010500006503903,,,,
2015-01-07 12:00:00,,0.9910777211498969,,,,
2015-01-07 13:00:00,,1.0338415971030734,,,,
2015-01-07 14:00:00,,1.0159857121431308,,,,
2015-01-07 15:00:00,,0.9779368451720072,,,,
2015-01-07 16:00:00,,0.9831043814680668,,,,
2015-01-07 17:00:00,,0.9719468193405546,,,,
2015-01-07 18:00:00,0.9874572518913675,0.9903801392487958,,,,
2015-01-08 07:00:00,1.0272947100226015,0.9860076106070859,,,,0.9792356420518793
2015-01-08 08:00:00,,0.998156073217284,,,,
2015-01-08 09:00:00,0.9735217522892685,1.0029744569857664,,,,
2015-01-08 10:00:00,,1.0402037633037493,,,,
2015-01-08 11:00:00,,0.992222323687478,,,,
2015-01-08 12:00:00,,1.0172249518154808,,,,
2015-01-08 13:00:00,,1.0005107030985636,,,,
2015-01-08 14:00:00,1.0017037944026699,1.015144054998061,,,,
2015-01-08 16:00:00,1.0245842273176604,1.0047331838232545,,,,
2015-01-08 17:00:00,1.0437730796055973,1.016942244046703,,,,1.0170597160588468
2015-01-08 18:00:00,,0.9775470840830945,,,,
2015-01-08 19:00:00,,1.024041436073322,,,,
2015-01-09 03:00:00,,0.9179589333592587,,,,
2015-01-09 07:00:00,1.0292012995857964,0.9850408682603465,,,,0.9961674925188347
2015-01-09 08:00:00,1.002516196668303,0.984219813000389,,,,0.9913071388246093
2015-01-09 09:00:00,0.9936313519219114,1.0273009018152728,,,,
2015-01-09 10:00:00,0.9954601490071858,0.9968267429666692,,,,
2015-01-09 11:00:00,,0.9992242121281912,,,,
2015-01-09 12:00:00,,0.9985974054023766,,,,
2015-01-09 13:00:00,1.0064646493699274,,,,,
2015-01-09 14:00:00,0.9917143403264382,1.0018235983218895,,,,
2015-01-09 15:00:00,,1.0054474006240672,,,,
2015-01-09 16:00:00,1.030655398295276,0.9949865091946133,,,,
2015-01-09 17:00:00,0.9787557682928627,1.0227700973020681,,,,
2015-01-09 18:00:00,0.9956707742150216,0.9753328257783421,,,,
2015-01-09 19:00:00,1.010320904026347,0.9571821068977009,,,,
2015-01-09 20:00:00,,0.9846584269401104,,,,
2015-01-09 23:00:00,,0.9959029163093251,,,,
2015-01-10 01:00:00,1.042768184523975,,,,,
2015-01-10 05:00:00,1.0706141456728544,,,,,0.9459095122924976
2015-01-10 09:00:00,1.0217778511439628,,,,,
2015-01-10 13:00:00,1.0103957878721417,0.9913714570177657,,,,
2015-01-10 15:00:00,0.9649612860579914,1.006727927195257,,,,
2015-01-10 16:00:00,,0.9751242101173105,,,,
2015-01-10 17:00:00,1.0048136926259779,1.005995774116323,,,,
2015-01-10 18:00:00,0.9931040593214794,0.9936373406694764,,,,
2015-01-10 19:00:00,1.0195317682101017,0.9321078877432569,,,,
2015-01-10 20:00:00,,0.9961918730608733,,,,
2015-01-10 21:00:00,,1.0282945488892767,,,,
2015-01-10 22:00:00,0.9838020729506054,0.9757704200638253,,,,
