dates,FH,FX,T,SQ,RH,VV,N
2015-12-20,1.0759039761877216,0.9342404516583848,1.0579215900203325,1,1,0.9846690501890673,0.9006878291921971
2015-12-21,0.70871080600852,0.9131775499568147,1,1,1,0.9713668545951339,1
2015-12-22,1.019593439282926,1.0430520058418296,0.9695786682807045,1,1,0.8340465799385853,0
2015-12-23,0.800804562461245,0.8336233137021376,1,0.9326806675606405,1,1.1062715978788122,1
2015-12-24,0.9744589233215067,0.9217956785484831,1,1.1094918432171388,1,0.9999793766228653,1.0392276073611422
2015-12-25,0.8628591634145512,0.8283771122578028,1,1,1,0.9648612920423648,0.8672954534550972
2015-12-26,1.166654995589254,0.9583635642440345,0.9853243336923498,1.0524058155888834,1,1.100360523964389,1.106088272277576
2015-12-27,0.94701706417982,0.9240893843799739,1.0227989952360501,1,1,0.80111305461283,0
2015-12-28,1,1,1,0.8568787937403544,1,0.9034964139274534,0.486788516659793
2015-12-29,1,1,1,1,1,,1
2015-12-30,0.8004415240637015,0.9174300821499635,1,1.0320932856696807,1,,0.8186739582469601
2015-12-31,1.0395840105599996,0.7889790989694048,1,0.75606438395775,1,,1
2016-01-01,1,1,1,0.9562059429820374,1,1,1
2016-01-02,0.7675367760055988,0.8523371182044063,1,1,1,1,0
2016-01-03,0.7201658240311657,0.9430246960554031,1,1,0.5868446291749848,1.0354700621316493,0
2016-01-04,1,1,1,1,1,1,0
2016-01-05,1,1,1,1,1,0.9498527042444802,0
2016-01-06,1,1,1,1,1,1,1.0738999942943317
2016-01-07,0.5010046549533781,0.6989510956360836,1,1,0.3902698281358264,1,0.0824174169608046
2016-01-08,0.48617895118550064,0.778748589366859,1,0.7557805682155867,1,0.8968824204401987,1
2016-01-09,1,0.7895009394307169,1,1,1,1,1
2016-01-10,0.9970533120352174,0.9618097087670668,1,1,1,0.7249609724722756,0.8694190716796592
2016-01-11,1,1,1,1,1,1.0127512910267291,1.0691346817527219
2016-01-12,0.7550189206811048,0.9130971830638057,1,1,1,0.8110971492548685,1.1284896474435675
2016-01-13,0.8728308449914585,0.7384741712524433,1,1,1,0.7514028391758034,0.9244948268183992
2016-01-14,0.9601971672705957,0.7804948903353429,1,1,0.598045300687456,1.0237662850610332,1.003691316854533
2016-01-15,1,1,1,1,0.6311587058275968,0.972739292195389,0.7451994897584738
2016-01-16,0.8403623174121745,0.8605464943059465,1,1,1,0.711977939882067,0.8759446670835204
2016-01-17,1,1,1,0.9180618858717997,1,0.7507720133368526,1
2016-01-18,1,1,1,1,1,1.0153254874235675,1
2016-01-19,1,1,1,1,1,1,1.0106547255564429
2016-01-20,1,1,1,1,1,1,0.9003718499430376
2016-01-21,1,1,1,1,1,1,0.99706607176322
2016-01-22,1,1,1,0.6033793711222848,1,1,1
2016-01-23,1,1,1,0.9250981483442995,1,1,1
2016-01-24,1,0.8697505469793971,1,1,1,1,0
2016-01-25,0.8598999188853446,0.837178338293667,0.8723338562732126,0.7868120889846826,1,0.9722905354436169,1
2016-01-26,0.8535964084608827,0.8742312414656849,1,1,1,0.9222220648311745,0.8811222910539732
2016-01-27,0.9884865567649349,0.9337834788067358,1,1,0.5812279043873642,0.9373010560081816,0
2016-01-28,1.0427085533585356,0.8911601645407055,1,1.0194977320406449,1,0.6524322308106464,1
2016-01-29,1.1342762247023632,1.028089187187094,1,1,1,0.8647355680614074,0
2016-01-30,0.9185700369093392,1.0115985774295393,1,1,0.5204051834904903,0.7871269810479172,1.0676040027599298
2016-01-31,0.8495353675915465,0.9395265096249024,1,1,1,1,1.1764705882352942
2016-02-01,1.1058606811922143,0.9562644884526211,1.0446636581867772,1,1,1.050471881558825,1.1482564656730099
2016-02-02,0.6603928460292579,0.9568353112045243,1,0.7537840985505021,1,0.8774502395463663,1
2016-02-03,1.0330629023362008,1.030162800834844,1,1,1,0.8918421580289498,0.9250121816323159
2016-02-04,1,1,1,1,0.6615020021777229,0.9871322281489635,0.7942162704206256
2016-02-05,1,0.8683706532122016,1,1,1,0.8816953693806656,0
2016-02-06,1.018866666833725,0.8689784075702169,1,1,1,0.9981540778986577,1.1764705882352942
2016-02-07,0.9410229885199841,1.0365277290826436,1,0.8431115962858406,1,0.616749686291763,0.9236193420938821
2016-02-08,0.7294435846000717,0.7387147435628169,1,1,1,0.9523176698185676,1.132952912289792
2016-02-09,1,0.8096008719402176,1,1,1,0.9100619496969998,1
2016-02-10,1,0.8869763038160702,1,1,1,0.5166778183395233,0.800363344670645
2016-02-11,1,1,1,0.883046528427285,1,1,1
2016-02-12,1,1,1,1,1,1,0.9698474244894169
2016-02-13,1,1,1,1,1,1.0849611618770103,1
2016-02-14,1.0154701219281774,0.9858848251043298,1,1,1,1.1102323019464806,0
2016-02-15,1,1,1,0.815172778450326,1,1.1166193560298836,1
2016-02-16,1,1,1,1.2824504071637046,1,0.8163339236464427,1
2016-02-17,1,1,1,1.2824504071637046,1,0.9122928776940058,1
2016-02-18,1,1,1,1,1,1,1
2016-02-19,1,1,1,0.9084835604723974,1,1,1
2016-02-20,1.0819243667407479,1.0397514995800687,1,1,0.6387365192837637,1,0
2016-02-21,0.9381708714633926,0.9598602356791383,1,1,0.4725284801547171,1,0
2016-02-22,0.48298880548459877,0.6389533012112801,1,1,1,0.8637439176241091,0
2016-02-23,1,1,1,0.911436419627202,1,0.7440296608430655,0.9621650234837847
2016-02-24,1,1,1,0.9691402288693867,1,0.8194155044425566,1
2016-02-25,1,1,1,1,1,0.7288892842663011,1.0468939640067207
2016-02-26,1,1,1,0.7381286659408807,1,0.8129222079709548,0.7833297683242924
2016-02-27,1,1,1,1.1473712987676266,1,0.8817633989618718,1
2016-02-28,1,1,1,0.9973273671551621,1,0.7352175458704404,1
2016-02-29,1,1,1,1.0718367881149382,1,0.7164716608834454,1
2016-03-01,1,1,1,1,0.444291480431416,1,0
2016-03-02,0.7477308570756024,0.8090415240401364,1,1,0.682617281689401,0.8359636601584273,0.8730718783223526
2016-03-03,1,1,1,1.1288664672256357,1,0.6972594763993856,1
2016-03-04,1,1,1,1,0.48671687403984126,1,0.8700175070359613
2016-03-05,1,1,1,0.8602587174523615,1,1,1
2016-03-06,1,1,1,1,1,1,1.0083808881917484
2016-03-07,1,1,1,1.0663878291340236,0.43183784438671324,1,1
2016-03-08,1,1,1,0.8056330886348599,1,0.8538585622987374,0.8821471555430396
2016-03-09,0.8657595550263243,0.7932182194029668,1,0.9451453720494827,1,0.9516353570860977,0
2016-03-10,1,1,1,0.9668294428796995,1,0.9517259207057823,0.5446323204686782
2016-03-11,1,1,1,1.0633030291088372,1,1,1
2016-03-12,1,1,1,1,1,1,1
2016-03-13,1,1,1,1,1,0.8790467384281672,1
2016-03-14,1,1,1,1,1,0.8596381408047596,0.07245952191842546
2016-03-15,1,1,1,1,1,1,0.290893156737761
2016-03-16,1,0.8205367542882612,1,0.7403546909407749,1,0.8382908938235383,1
2016-03-17,1,1,1,1.0644855455512507,1,0.837226311470354,0.13829014695848707
2016-03-18,1,1,1,1,1,1.0637571367577927,1.0783458292006463
2016-03-19,1,1,1,1,1,0.7498963774938728,0
2016-03-20,1,1,1,1,1,0.8935578351950384,1.1193637835948167
2016-03-21,1,1,1,1,1,1.0259770118743063,1.0783458292006463
2016-03-22,1,1,1,1,1,1.0211159639401668,0.9822411107537969
2016-03-23,1,1,1,1,1,1,0
2016-03-24,1,1,1,1,1,1,1.1193637835948167
2016-03-25,1,1,1,1,1,1,0.8639718029189913
2016-03-26,0.8705194626869175,0.8311793627025496,1,0.7824360077016623,1,1,0.9071747488721161
2016-03-27,0.9159117846612265,1.0011089067660068,1,0.9333550582576423,0.8349971533896765,0.8031902348037474,1
2016-03-28,0.717861946396754,0.7527415699971981,1,0.8700701400079778,0.1939941250352449,0.9772473062188709,1
2016-03-29,0.9026049702671524,0.8129502963198953,1,1.1690754784676132,0.6274470425029951,0.5652747583435239,0.9110867492925333
2016-03-30,1,0.7837636511189081,1,0.9249188761289916,1,0.7638150175735915,1
2016-03-31,1,1,1,1,1,0.8444982568509577,1
2016-04-01,1,1,1,1.0949510833228282,1,0.7458260295138919,1
2016-04-02,1,1,1,1,1,0.9870374506576565,0
2016-04-03,1,1,1.0033725729088405,0.7230199797381498,1,0.9450884528882532,1
2016-04-04,1,1,0.9688671049587321,1,0.34863424072842236,1,0.775273550248112
2016-04-05,1,1,1,1,1,0.9505406863587966,1.010153266027696
2016-04-06,1.0360127861091248,1.014509222313351,1,1,0.3037389916282928,0.79338446461845,0.9055614045584918
2016-04-07,1,1,1,0.9149749189873889,1,0.7709699936513335,0.9709834587666903
2016-04-08,1,1,1,1,1,1,0.8794464557170105
2016-04-09,1,1,1,0.880726433014586,1,1,0.8351682532557138
2016-04-10,1,1,1,0.9821004216742091,1,0.7884225661646991,1
2016-04-11,0.8721424693670202,0.9937060221406687,0.9131377125649336,0.9327400074213325,1,0.924423324102286,1
2016-04-12,1,1,0.9092939821532081,0.8583287296969626,1,0.6728649408038515,1
2016-04-13,1,1,1,1.0142030776702398,1,1,0.5800830791606714
2016-04-14,1,1,1,1,1,1,1
2016-04-15,1,1,1,1,1,0.9587931769799718,1.1764705882352942
2016-04-16,0.9988920390609829,0.9042342454329799,1,1,1,0.7713135253532876,0.8196242266321622
2016-04-17,1,1,1,1.1533374798227087,1,0.7846142398858238,1
2016-04-18,1,1,1,0.899871329983878,1,0.8137112122585132,1
2016-04-19,1,1,1,0.7963755650169893,1,0.8681259468349364,1
2016-04-20,1,1,1,1.1915477788060749,1,0.8078307556891281,1
2016-04-21,1,1,1,0.79303190910734,1,0.9070184681587141,1
2016-04-22,1,1,1,1,1,0.68779816267192,1.089872665062688
2016-04-23,1,0.8083920383457213,1,0.8072934951085801,1,0.8106851756635709,0.5477807075596196
2016-04-24,1,0.9066625904268569,1,0.8002292053458216,1,0.7994944907497837,0.6521060974539664
2016-04-25,1,0.9039952637449855,1,1,1,0.84105055625217,1.0925333893061502
2016-04-26,0.9264258620752847,1.1086444542937794,1,1,1,0.8187157106104143,0.7999980692272204
2016-04-27,1,0.9288666115491214,1,1,0.650273286849402,0.8476373382990616,0.8858024448623506
2016-04-28,1,1,1,0.9555831159343136,1,0.7084508420950204,1
2016-04-29,1.0436486224401333,0.8881841044877883,1,0.9087624641932129,0.17252473103548965,0.7379099320020565,0.14397813716944916
2016-04-30,1,1,1,0.8326668287887404,1,0.932283145408788,1
2016-05-01,1,1,1,0.7432739917196947,1,0.6894361526030032,1
2016-05-02,1,1,1,0.6488181378674756,0.12929017519752553,0.7384606749548497,0.7688039513420574
2016-05-03,1,1,1,0.9264542753002929,1,1,1
2016-05-04,1,1,1,0.9758959576916618,1,1,1
2016-05-05,1,1,0.900001705425184,1.052212838330094,1,1.0413154203398687,1
2016-05-06,1,1,0.8752594728659894,0.9457718006036226,1,0.7101231419709633,1
2016-05-07,1,1,0.9950493523660393,1.0249530939454372,1,0.7561958887396262,1
2016-05-08,1,1,0.9624181449916431,0.9193866050235202,1,1.1542598386704532,1
2016-05-09,0.8768669166958825,0.7291154053208767,0.9349482620828248,1.0150073371220367,1,0.9399984722378486,1
2016-05-10,1,1,0.9720220915141851,1,1,0.9099800719020332,0.9410665687549189
2016-05-11,1,1,0.9299107894005778,0.8882559587177159,1,0.8298391539579257,1
2016-05-12,0.8817830801387975,0.8227159995944711,0.8830806978830242,0.7613474468244729,1,0.7322991631478798,1
2016-05-13,1.0624728398281653,1.1144754035754938,0.9317107526363508,0.8880240113968605,1,0.956908884124007,1
2016-05-14,1.0498362138268362,1.04044078705533,1,0.7945973429188656,1,0.9132359015622722,0.8817983435070056
2016-05-15,1,1,1,0.7168699828011112,1,1.104230750720216,0.9201651575716521
2016-05-16,1,1,1,1,1,1.1121962496043558,0.972401671648143
2016-05-17,1,1,0.9437943586815688,0.7611304851581243,1,0.8213305307712278,0.8603289845229537
2016-05-18,1,1,0.9111038869935189,1,0.2796434395388733,0.7086157101091721,1
2016-05-19,1,1,0.9807399767415101,1,1,0.892102840248297,0.5894309282103778
2016-05-20,1,1,0.9685985228147996,1,1,1,0.8463834837270804
2016-05-21,1,1,0.9139300081980659,1,1,0.8431621330731842,0
2016-05-22,1,1,1.0498763223966487,1,0.48832457939590473,1,0
2016-05-23,0.9611711162523587,1.1106685572610697,1.037753241833745,1,0.6853054791779465,1.0501349986622206,0
2016-05-24,1,1,1.0080922757430026,1,1,0.8261866951626786,0.39225662666368494
2016-05-25,1,1,0.9867622217105874,1,1,1,0.3662181529828407
2016-05-26,1,1,0.8963149396182915,0.8877876903263923,1,0.762227061279626,0.743553883930392
2016-05-27,1,1,0.9169923450227981,0.6941261304082883,1,1,1
2016-05-28,1,1,0.9492432314189547,1.0634780562043789,1,1,1
2016-05-29,1,1,0.9487459307340654,1,1,0.9470368294366976,1.0435822726814823
2016-05-30,1.006875119260525,0.9205565292166684,1.0065401430402763,1,0.553668274191304,1,0
2016-05-31,1,1,0.8962313634596272,0.8926421462460515,1,1,0.8226777198267184
2016-06-01,1,1,0.9954806224213261,1,1,1,0.829436321057467
2016-06-02,1.158388557457346,0.973925979432495,1.0110630494992316,1,1,1,0
2016-06-03,1,1,1.0179809674747053,1,1,1,1.0114886621467833
2016-06-04,1,1,0.9730368499561527,0.953581755883656,1,1,0.8436991084961418
2016-06-05,1,1,0.9440538718909652,1,1,0.9477530059618269,0.9801586516441689
2016-06-06,1,1,0.9583316207665726,1.052212838330094,1,0.8225620923074392,1
2016-06-07,1,1,0.9193245595833309,1.10711544362255,1,0.9026091719407382,1
2016-06-08,1,1,0.9796459302785254,0.9972247652743063,1,0.8970932476740526,1
2016-06-09,1,1,0.9256701802867482,1,1,1.0596224964288998,1
2016-06-10,1,1,0.9053853664745426,0.9257479333066893,1,0.8184488979003218,0.8444707328310321
2016-06-11,1,1,0.9841760117525992,1,1,1,0.10423597383086354
2016-06-12,1,1,0.942548476966687,1,0.3194049201987925,1,0.8816107234952011
2016-06-13,1,1,0.9970603263147672,1,1,1.063190536368587,0
2016-06-14,1,1,0.944432229404492,1,1,1.0607742001330966,1
2016-06-15,1,1,0.9466514994792523,0.9377986316125833,1,0.9154815749159336,1.1220494689104825
2016-06-16,1,1,0.9831212350208115,0.9336370512822723,1,1,1
2016-06-17,1,1,0.9609457494279304,0.9067894730918519,1,0.8976699823866309,1.0093501203689736
2016-06-18,1,1,0.9990679048350875,1,1,0.9049890535557004,1.0062571708995376
2016-06-19,1,1,0.9426673807022696,0.8484718748963745,1,0.8369489388138571,0.8699158099381213
2016-06-20,1,0.8132283900934176,1.0643976376212592,1,0.6515601599483385,1,0.2752293835817277
2016-06-21,1,1,0.9475619174031136,1,1,1,1.1141351377218667
2016-06-22,1,1,0.9754838139559382,0.9123854969215265,1,0.8563867651364601,1
2016-06-23,1,1,0.9535705786723256,0.8718876562077295,0.17156959976191355,1,0.9475321964446057
2016-06-24,1,1,0.9691558131197971,1,1,1,1
2016-06-25,1,1,0.9484018289759417,1,1,1,1
2016-06-26,1,1,1.0005715647975977,0.7215014355957128,1,1.1899055513386518,0.9845378285782013
2016-06-27,1,1,1.037799927223595,0.9832210467678478,1,1,1
2016-06-28,1,1,0.916659757754399,1,0.34527812740770697,1,0.9769579487272174
2016-06-29,1,0.902499460646049,0.9564616307894277,0.9544329848157266,1,0.6550502149403842,1.1152038993073425
2016-06-30,1,0.9349576166878512,1.03645251444312,1,0.3819880560332126,0.9186290858635868,0.17905186307391532
2016-07-01,1.1443245758987084,1.0192699408944121,0.9893421910681853,1,0.22688096224948046,0.9255935285064169,1.1764705882352942
2016-07-02,0.898811095131976,1.0052520131733915,0.9798893955657091,0.7364838922138783,1,0.8610865265224046,0.9060341048626877
2016-07-03,1,1,0.9791588119105777,0.9420658421699728,1,0.8655428262941294,1
2016-07-04,1,1,0.9701193099812346,0.8658373259712724,1,0.8280465287636708,1
2016-07-05,1,0.8156789283288542,0.9835823262840403,1.0216106533528855,1,0.7259369136943707,1
2016-07-06,1,1,0.9457270350152253,0.705888751706533,1,1,1
2016-07-07,1,1,0.9500201589744234,1,1,1,1.1284896474435675
2016-07-08,1,1,0.9538126836856609,0.7180220228365023,1,1,1.0347519891171524
2016-07-09,1,1,0.9642588561206258,1,1,0.7871834217915801,1.0421824012631915
2016-07-10,1,0.8760016463320711,0.9719895965877865,0.9459624250333138,1,1.003096853189652,0.39619182766719396
2016-07-11,1.1139534361001246,0.775940034981368,1.0212951079530213,1,1,0.9940588851705755,1
2016-07-12,1,1,0.9211554117589978,0.7835005479696481,1,1,1
2016-07-13,1,1,0.9866311386338764,0.8931746201103063,1,0.8330969050479625,1
2016-07-14,1,1,0.9246525118505348,0.8645123165527233,1,0.7549607708005365,1
2016-07-15,1,1,0.98207977960171,0.9512852942030416,1,0.9855356692205728,0.9380790671088488
2016-07-16,1,1,1.0371913260023033,1,1,0.8798686631987377,0.2890032718955875
2016-07-17,1,1,0.948804671074469,0.8241893833801242,1,0.736923162450623,0.9751776311644093
2016-07-18,1,1,0.9615494389073722,1,1,1,1.087164572756603
2016-07-19,1,1,0.9165454109027618,0.9611018679219554,1,0.8253212357794704,1
2016-07-20,1,1,0.8870873015153655,1.0402969418847487,1,0.8272499160949286,1
2016-07-21,1,1,0.9440497386234925,0.9235185204085031,1,0.7870935330152136,1
2016-07-22,1,1,0.9079016046198886,1.17925007423438,1,0.8613376801925358,0.8964296123415622
2016-07-23,1,1,0.9837442583181761,1.0057170946990792,1,0.974894667638273,1
2016-07-24,1,1,0.9367798827287467,0.7890670551428001,1,0.8753185334733088,1
2016-07-25,1,1,0.9725581473253186,0.8517653987155623,1,1,1
2016-07-26,1,1,0.9351745459852754,0.9301638464486953,1,0.907478717696319,0.7113841759609356
2016-07-27,1,1,1.0096196093216818,1,0.590497241019207,1,0
2016-07-28,1,1,0.9900411066220227,1,1,1,0.9421360118436172
2016-07-29,1,1,1.0016510845289521,1,1,0.6254185108151398,0.319312416339274
2016-07-30,1,1,0.9821521357230784,1,1,1.0689218314457984,0.29411764705882354
2016-07-31,1,1,0.9921036679531381,1,1,1.0086805833285097,0.9566084345354835
2016-08-01,1,1,0.9641668593168057,1.1123680035794183,1,1.0835770003705647,0.9818095346445176
2016-08-02,1,1,0.9884813582313153,1,1,1,1.0783458292006463
2016-08-03,0.9716651233521311,1.0537433886467449,1.0204660810404294,1,1,1.0185017943962678,0.8946272249923416
2016-08-04,1,0.8559477898401756,1.072829737920557,0.8977513643254602,1,0.9393509403549167,1
2016-08-05,1,1,0.9723764212613618,0.8848654984964995,1,1,1
2016-08-06,1,1,1.0013517907628289,0.8308239742906303,0,1,1
2016-08-07,1,1.07818009396536,0.987594106099007,1,1,0.7450789630008452,0.9874590926433913
2016-08-08,1,1,1.027626543040696,0.9833778380301699,1,0.8502408144931319,0.7952685686969677
2016-08-09,1,1,0.9281855321289825,0.8524793596048388,0.4741194256921098,0.7019962892544414,1
2016-08-10,1,1,0.9156190745236181,0.8668215747414713,1,0.9622219995541745,0
2016-08-11,1,1,0.9591475206562216,1,0.524929364161204,1.0311193275350365,1
2016-08-12,1,1.0115547641674671,1.0008406296506465,0.8510450266493903,1,1,1.0030659635992165
2016-08-13,1,1,0.9653418927591597,1,1,1,1
2016-08-14,1,1,0.981146593091748,0.8381882396697687,1,0.9357821483880039,1
2016-08-15,1,1,0.9756736349757298,0.6954251880897493,1,0.9031654092628261,1
2016-08-16,1,1,0.9865557136406826,0.9136324616262966,1,0.8515702179025252,1
2016-08-17,1,1,0.9447126672058581,0.7988323010783835,1,0.8003152457084276,1
2016-08-18,1,1,0.946756141687066,1.0006675200127084,1,1,1
2016-08-19,1,1,0.9175896720753765,1,0.23738376631051336,0.8918519083359502,1
2016-08-20,1,0.8225954089598001,0.9413526390672019,0.8169135978847288,1,0.7461790919524214,1
2016-08-21,0.7374954067451224,0.9762254389540087,0.9534589200438528,0.9491057698394331,0.6140365890229782,0.8548723271259537,1
2016-08-22,1,1,0.9931931461330082,0.8245024015717578,1,0.8368975239750662,1
2016-08-23,1,1,0.9439102404178715,1.0614547874859142,1,1,1
2016-08-24,1,1,0.8942811472853445,0.7620724301902585,1,0.7128370513940112,1
2016-08-25,1,1,0.9482614616575551,1.1915477788060749,1,1,0.8122944922230139
2016-08-26,1,1,0.9706178595946371,1.0371652383424772,1,1,1
2016-08-27,1,1,0.9398748552327684,0.6508772709437666,1,1,1
2016-08-28,1,0.8683372583979014,1.0153086786432635,0.8360610148747333,1,1,1
2016-08-29,1,1,0.9208667687027331,0.8266475573063927,1,1,1
2016-08-30,1,1,0.9340741694299971,1.0459637247859028,1,0.9355108815843538,0.7070710484058833
2016-08-31,1,1,0.9135822493075488,0.9748006540907651,1,0.8851578280517884,0.771262992041796
2016-09-01,1,1,0.9688935076665671,0.8143737950849294,1,0.5197968354824156,0.7195486934263404
2016-09-02,1,1,0.8927803892431679,1,1,1,1
2016-09-03,1,1,0.9779653115922191,0.7997802443031716,1,1,0.2752293835817277
2016-09-04,0.923867379439773,1.0465691562256196,1.0344843041789429,1,1,1,0.8520604044163451
2016-09-05,1,1,0.915178464739871,0.8895244744890547,1,0.9122126862654923,1
2016-09-06,1,1,0.9596567447170592,1,1,1,0.9281769019383049
2016-09-07,1,1,0.8968677203748807,1.0844196303137583,1,0.7649668045537529,1
2016-09-08,1,1,0.8966745940832509,1.0662620955877886,1,1,1
2016-09-09,1,1,0.92363114007464,0.7499879400167249,1,1,1
2016-09-10,1,1,0.9144489001032786,1.0367077556720432,1,0.9271397214152035,1
2016-09-11,1,1,0.9911957538111873,1,1,1,1
2016-09-12,1,1,0.9697138743749791,0.7615416154442479,1,0.9695178019838446,1
2016-09-13,1,1,0.8956235788983057,1.1399802111278896,1,0.867237657639166,1
2016-09-14,1,1,0.8991797877402637,1,1,0.9953016947728085,1
2016-09-15,1,1,0.9236319701520321,0.8700996349356074,1,0.7398784898510028,1
2016-09-16,1,1,0.9800549678840637,1,1,0.7298579491393895,0.7554046349708169
2016-09-17,1,1,0.9632161831867309,1,1,0.7596704566029516,0.09584500841424674
2016-09-18,1,1,0.9565262828627104,0.8163981349556335,1,0.6337936185139722,0.1947322443128615
2016-09-19,1,1,0.9256082549967839,1,1,1,1
2016-09-20,1,1,0.9523787365010956,0.8793492667686085,1,1,1
2016-09-21,1,1,0.9054293555328373,1,1,0.7343714750675354,1
2016-09-22,1,1,0.9147748587646598,1,1,1.0972566273451065,1
2016-09-23,1,1,0.8915247713438376,0.8386992706784533,1,1,1
2016-09-24,1,1,0.932494503408882,0.8307160915217887,1,0.7233156910402754,1
2016-09-25,1,1,0.9613701776629543,1,1,0.964058562084658,0.9483226504886072
2016-09-26,1,1,0.9171951247231598,1,1,1,0.6212277271950958
2016-09-27,1,1,0.893864797247014,0.746915806000471,1,0.906958793252369,1
2016-09-28,0.8835361306255011,0.990119663268176,1.017655376172825,0.8909112200386359,1,0.9365914820246709,1
2016-09-29,0.840428248911873,0.9321558059938719,0.9949223976385665,1,0.13517050256437604,1.0004876755962624,0.7672922656336016
2016-09-30,1,1,0.9902451812724574,0.9260327929470169,1,0.7231766863490958,0.8850873955728966
2016-10-01,1,1,0.9400091941408522,1,0,0.7851136237707398,1
2016-10-02,0.8413644173498236,0.913467922541185,0.9705048375944688,1,0.612225429205487,1.0245498489076412,1
2016-10-03,1,1,1.0085801036900905,0.8774294341129175,1,1.0466068069165546,1
2016-10-04,1,1,0.9355275163689787,0.8787318005977462,1,1.0040090367999235,0.15290189705105992
2016-10-05,1,1.0398720548197,1,0.9653528552328828,1,0.8672017562472215,1
2016-10-06,1,1,1,0.8589087170156435,1,1,0.8122817294844158
2016-10-07,1,1,1.005286392097048,1,1,1,0.9833153695376077
2016-10-08,1,1,0.9358312395959295,0.9093153285425332,1,1,0.9843447858543349
2016-10-09,1,1,1,0.9770327659652065,1,1.2563214587268687,0
2016-10-10,1,1,1,0.9673342902598376,1,0.7724341313338731,0.29411764705882354
2016-10-11,1,1,1,1,1,1,0.7344682288129766
2016-10-12,1,1,1,1,1,1,1
2016-10-13,0.788812167384954,0.8552274436960258,1,0.810930449711855,1,0.954842180892257,1
2016-10-14,1,1,1,0.8994912525969337,0.011803928105297049,0.942326055373172,1
2016-10-15,1,1,0.9453559971825287,1.1260684533219467,0.3968212184392353,0.8163729991672659,1
2016-10-16,1,1,0.9154266530569515,0.911666284877136,1,1,1
2016-10-17,1,1,0.9733187224777954,0.7919549119193419,1,0.9687854823798523,1
2016-10-18,1.0974495976922876,0.8250510321521806,0.9670234585409656,1,0.32497385180580424,1,1
2016-10-19,1,0.6500822840758561,1,0.8601816846016226,1,1,1
2016-10-20,1,1,1,1,1,1,0.867638943649507
2016-10-21,1,1,1,0.910382745184464,1,1,1.1193637835948167
2016-10-22,1,1,1,0.9986943520746632,1,1,0
2016-10-23,1,1,1,0.8050395212255618,1,1,0.9071833658403166
2016-10-24,1,1,1,1,1,1,0.6883973284516632
2016-10-25,1,1,1,1,1,1.029771804440718,0.9295279185216536
2016-10-26,1,1,1,1,1,1,0.7951821134984349
2016-10-27,1,1,0.9834799959243632,1,1,1,0.8258594190158255
2016-10-28,1,1,0.9652475265251856,1,1,1,0.9837660828043631
2016-10-29,1,1,1,0.8845915661294169,1,1,0.42902196834719536
2016-10-30,1,1,1,0.8445597686535086,1,0.7088319468074118,0.8596012653797819
2016-10-31,1,1,1,1.015486995522251,1,1,0.7974903770099863
2016-11-01,1,1,1,1,1,0.8220957891783378,0
2016-11-02,1,0.8914863805312843,1,0.9137105129803431,1,1,0.8652439899994557
2016-11-03,1,1,1,1,1,0.7017765353613155,1
2016-11-04,1,1,1,0.7014583967168065,1,1,0.7040424688337376
2016-11-05,1,1,1,1,1,1,1
2016-11-06,1,1,1,1,1,1,0.9410665687549189
2016-11-07,1,1,1,1,1,1,0.13978815734632807
2016-11-08,1,1,1,1,0.00808056455643794,1,1
2016-11-09,1,1,1,1,1,1,0
2016-11-10,1,1,1,0.8994912525969337,0.3976713663937189,1,1.033628251832832
2016-11-11,1,1,1,0.929571760998669,1,1,0.7280788306554826
2016-11-12,1,1,1,1,1,1,0
2016-11-13,1,1,1,1,1,1,1.0693067411180814
2016-11-14,1,1,1,1,1,0.8966278741180094,0.3439373399934779
2016-11-15,1,1,1.0198702542592113,1,1,0.7235580748682076,1
2016-11-16,1,0.9728617904962304,1.0251981620494635,0.6445021932741732,0.5750255190255591,0.7920803533070713,1
2016-11-17,0.9138318878780355,1.0101461526196356,1,1,0.730790971707844,1.0533597110760475,1.003691316854533
2016-11-18,0.8570495944047458,0.7320481191560395,1,1,1,0.7606157625449464,1.1193637835948167
2016-11-19,1.0252869737913537,0.9799372950507258,1,0.8541508943721314,1,1.0265822388280847,1
2016-11-20,0.5167629709212493,0.7608126557567498,1,1,0.6711588722277115,1,0
2016-11-21,1,1,0.9867444408343113,1,1,1.0319713350968467,1
2016-11-22,0.8505778031915179,0.769605266867465,1,0.9188520792059951,1,0.8663756457390562,1
2016-11-23,1,1,1,1,1,1,1
2016-11-24,0.9969516750742093,1.0977065805032598,1,1.010304734169227,1,0.840063806139701,1.0680435615444974
2016-11-25,0.9859521379248383,1.0747928173472927,1,1,1,1.039680264831151,1
2016-11-26,1,1,1,1.025981938231483,1,0.8615471605626068,1
2016-11-27,1,1,1,1,1,0.9539745231487106,1.0902153700046557
2016-11-28,1,1,1,1,1,0.9381763748814594,1.0783458292006463
2016-11-29,1,1,1,0.82447528326103,1,1,1.0124227417898501
2016-11-30,1,1,1,0.8920260194571159,1,1,0.861711414761454
2016-12-01,1,1,1,1,1,1,1
2016-12-02,1,1,1,1,1,1,0.8284062394867877
2016-12-03,1,1,1,0.9891536724544367,1,1,1
2016-12-04,1,1,1,1.0580081385989337,1,0.8423301594773162,1.003691316854533
